1,1320.6966552734375
2,511.6051330566406
3,326.127685546875
4,238.22142028808594
5,184.42356872558594
6,146.26309204101562
7,118.78045654296875
8,97.96624755859375
9,81.4555892944336
10,68.44833374023438
11,58.27995681762695
12,49.849056243896484
13,42.79582595825195
14,36.960975646972656
15,32.159629821777344
16,28.016773223876953
17,24.534364700317383
18,21.517595291137695
19,18.991361618041992
20,16.788965225219727
21,14.840596199035645
22,13.125203132629395
23,11.67679214477539
24,10.360623359680176
25,9.240851402282715
