1,837.75048828125
2,297.7059631347656
3,185.00059509277344
4,133.77882385253906
5,102.8811264038086
6,82.09515380859375
7,66.99742889404297
8,55.48137664794922
9,46.60259246826172
10,39.6870231628418
11,34.093894958496094
12,29.44076156616211
13,25.68016815185547
14,22.522441864013672
15,19.828266143798828
16,17.51395606994629
17,15.53483772277832
18,13.855472564697266
19,12.4119291305542
20,11.14636516571045
21,10.04355239868164
22,9.07734489440918
23,8.191040992736816
24,7.435823440551758
25,6.761127471923828
